"dim_browser" "dim_deviceCategory" "sessions" "transactions" "QTY" "dim_year" "dim_month"
"5500" "Firefox" "desktop" 3663 125 259 2013 4
"5501" "Safari (in-app)" "mobile" 3094 15 34 2013 4
"5502" "Internet Explorer" "desktop" 1411 55 0 2013 4
"5503" "Edge" "desktop" 1266 30 87 2013 4
"5504" "Chrome" "mobile" 1213 9 16 2013 4
"5505" "Safari (in-app)" "tablet" 775 5 13 2013 4
"5506" "Chrome" "tablet" 251 3 8 2013 4
"5507" "Samsung Internet" "mobile" 232 2 2 2013 4
"5508" "Amazon Silk" "tablet" 176 0 0 2013 4
"5509" "Internet Explorer" "tablet" 137 20 0 2013 4
"5510" "Android Webview" "mobile" 112 0 0 2013 4
"5511" "Samsung Internet" "tablet" 53 1 1 2013 4
"5512" "Android Webview" "tablet" 41 1 1 2013 4
"5513" "Firefox" "mobile" 38 0 0 2013 4
"5514" "Android Browser" "tablet" 34 0 0 2013 4
"5515" "Opera" "desktop" 28 0 0 2013 4
"5516" "error" "desktop" 20 0 0 2013 4
"5517" "Android Browser" "mobile" 17 0 0 2013 4
"5518" "BlackBerry" "mobile" 10 0 0 2013 4
"5519" "Edge" "tablet" 10 0 0 2013 4
"5520" "Internet Explorer" "mobile" 5 0 0 2013 4
"5521" "Mozilla Compatible Agent" "desktop" 4 0 0 2013 4
"5522" "Edge" "mobile" 3 0 0 2013 4
"5523" "Opera" "mobile" 3 0 0 2013 4
"5524" "Coc Coc" "desktop" 2 0 0 2013 4
"5525" "SeaMonkey" "desktop" 1 0 0 2013 4
"5526" "Truefitbot" "desktop" 1 0 0 2013 4
"5527" "Safari" "mobile" 20381 315 633 2013 4
"5528" "Safari" "tablet" 15054 342 594 2013 4
"5529" "Safari" "desktop" 10401 443 886 2013 4
"5530" "Chrome" "desktop" 8369 334 661 2013 4
"5531" "Safari (in-app)" "mobile" 4400 16 17 2013 4
"5532" "Internet Explorer" "desktop" 3704 154 135 2013 4
"5533" "Chrome" "mobile" 3679 29 38 2013 4
"5534" "Firefox" "desktop" 1478 97 141 2013 4
"5535" "Edge" "desktop" 1151 29 53 2013 4
"5536" "Amazon Silk" "tablet" 788 5 21 2013 4
"5537" "Android Webview" "mobile" 603 2 1 2013 4
"5538" "Safari (in-app)" "tablet" 271 0 0 2013 4
"5539" "Internet Explorer" "tablet" 242 3 0 2013 4
"5540" "Chrome" "tablet" 160 0 8 2013 4
"5541" "Mozilla Compatible Agent" "desktop" 101 0 0 2013 4
"5542" "Firefox" "mobile" 100 2 1 2013 4
"5543" "Internet Explorer" "mobile" 39 0 0 2013 4
"5544" "Opera" "desktop" 32 0 0 2013 4
"5545" "DESKTOP" "desktop" 26 0 0 2013 4
"5546" "Samsung Internet" "tablet" 21 0 0 2013 4
"5547" "Amazon Silk" "mobile" 18 0 0 2013 4
"5548" "Android Browser" "tablet" 16 0 0 2013 4
"5549" "error" "desktop" 11 0 0 2013 4
"5550" "Opera Mini" "mobile" 6 0 0 2013 4
"5551" "UC Browser" "mobile" 5 0 0 2013 4
"5552" "Maxthon" "desktop" 4 0 0 2013 4
"5553" "Opera" "mobile" 4 0 0 2013 4
"5554" "SeaMonkey" "desktop" 4 0 0 2013 4
"5555" "BrowserNG" "mobile" 3 0 0 2013 4
"5556" "YaBrowser" "desktop" 2 1 4 2013 4
"5557" "Android Webview" "tablet" 0 0 0 2013 4
"5558" "Chrome" "desktop" 18415 515 1095 2013 4
"5559" "Safari" "tablet" 7006 161 299 2013 4
"5560" "Safari" "mobile" 5986 34 69 2013 4
"5561" "Edge" "desktop" 4547 126 262 2013 4
"5562" "Safari" "desktop" 4324 88 208 2013 4
"5563" "Internet Explorer" "desktop" 2670 89 36 2013 4
"5564" "Chrome" "mobile" 2515 22 44 2013 4
"5565" "Safari (in-app)" "tablet" 1808 24 43 2013 4
"5566" "Android Webview" "mobile" 1331 10 13 2013 4
"5567" "Chrome" "tablet" 1231 11 25 2013 4
"5568" "Firefox" "desktop" 677 19 28 2013 4
"5569" "Amazon Silk" "tablet" 292 3 9 2013 4
"5570" "Internet Explorer" "mobile" 215 6 11 2013 4
"5571" "Samsung Internet" "mobile" 145 0 0 2013 4
"5572" "Android Webview" "tablet" 127 3 4 2013 4
"5573" "Samsung Internet" "tablet" 78 1 3 2013 4
"5574" "error" "desktop" 20 0 0 2013 4
"5575" "Opera" "desktop" 15 0 0 2013 4
"5576" "SeaMonkey" "desktop" 15 0 1 2013 4
"5577" "DESKTOP" "desktop" 12 0 0 2013 4
"5578" "Android Browser" "tablet" 5 0 0 2013 4
"5579" "Mozilla Compatible Agent" "desktop" 5 0 0 2013 4
"5580" "Amazon Silk" "mobile" 3 0 0 2013 4
"5581" "Puffin" "desktop" 3 0 0 2013 4
"5582" "Android Browser" "mobile" 2 0 0 2013 4
"5583" "DDG-Android-3.1.1" "desktop" 2 0 0 2013 4
"5584" "Edge" "mobile" 2 0 0 2013 4
"5585" "Coc Coc" "desktop" 1 0 0 2013 4
"5586" "Edge" "tablet" 1 0 0 2013 4
"5587" "Puffin" "tablet" 1 0 0 2013 4
"5588" "Opera Mini" "mobile" 0 0 0 2013 4
"5589" "UC Browser" "desktop" 0 0 0 2013 4
"5590" "Safari" "mobile" 42592 507 909 2013 4
"5591" "Safari" "tablet" 25082 833 1454 2013 4
"5592" "Chrome" "desktop" 7594 144 294 2013 4
"5593" "Internet Explorer" "desktop" 3966 82 48 2013 4
"5594" "Firefox" "desktop" 2416 62 119 2013 4
"5595" "Safari" "desktop" 2182 96 148 2013 4
"5596" "Samsung Internet" "mobile" 837 0 0 2013 4
"5597" "Chrome" "tablet" 794 25 27 2013 4
"5598" "Safari (in-app)" "tablet" 751 7 18 2013 4
"5599" "Edge" "desktop" 689 16 20 2013 4
"5600" "Safari (in-app)" "mobile" 536 1 2 2013 4
"5601" "Android Webview" "mobile" 497 0 2 2013 4
"5602" "Internet Explorer" "tablet" 112 4 12 2013 4
"5603" "Android Webview" "tablet" 39 0 0 2013 4
"5604" "error" "desktop" 15 0 0 2013 4
"5605" "Firefox" "mobile" 10 0 0 2013 4
"5606" "Internet Explorer" "mobile" 8 0 0 2013 4
"5607" "Amazon Silk" "mobile" 7 0 0 2013 4
"5608" "Opera Mini" "mobile" 7 0 0 2013 4
"5609" "Mozilla" "desktop" 5 0 0 2013 4
"5610" "Puffin" "mobile" 5 0 0 2013 4
"5611" "Edge" "mobile" 3 0 0 2013 4
"5612" "(not set)" "tablet" 1 0 0 2013 4
"5613" "NetNewsWire Browser" "desktop" 1 0 0 2013 4
"5614" "NokiaC7-00" "mobile" 1 0 0 2013 4
"5615" "Puffin" "tablet" 1 0 0 2013 4
"5616" "(not set)" "mobile" 0 0 0 2013 4
"5617" "Firefox" "tablet" 0 0 0 2013 4
"5618" "Safari" "tablet" 12062 349 880 2013 4
"5619" "Safari" "mobile" 9742 86 157 2013 4
"5620" "Safari" "desktop" 4432 135 216 2013 4
"5621" "Safari (in-app)" "tablet" 3811 39 47 2013 4
"5622" "Firefox" "desktop" 3034 70 146 2013 4
"5623" "Chrome" "mobile" 1305 16 37 2013 4
"5624" "Internet Explorer" "desktop" 1020 37 0 2013 4
"5625" "Chrome" "tablet" 739 23 56 2013 4
"5626" "Edge" "desktop" 615 55 70 2013 4
"5627" "Android Webview" "mobile" 410 0 0 2013 4
"5628" "Amazon Silk" "tablet" 272 2 2 2013 4
"5629" "Safari (in-app)" "mobile" 187 0 0 2013 4
"5630" "Internet Explorer" "tablet" 88 7 8 2013 4
"5631" "Android Webview" "tablet" 79 0 0 2013 4
"5632" "Samsung Internet" "tablet" 45 0 0 2013 4
"5633" "error" "desktop" 14 0 0 2013 4
"5634" "Internet Explorer" "mobile" 14 0 0 2013 4
"5635" "Amazon Silk" "mobile" 9 0 0 2013 4
"5636" "Opera" "desktop" 8 0 0 2013 4
"5637" "Android Browser" "mobile" 5 0 0 2013 4
"5638" "BlackBerry" "mobile" 2 0 0 2013 4
"5639" "Maxthon" "desktop" 1 0 0 2013 4
"5640" "MRCHROME" "desktop" 1 0 0 2013 4
"5641" "Puffin" "mobile" 1 0 0 2013 4
"5642" "UC Browser" "mobile" 1 0 0 2013 4
"5643" "(not set)" "mobile" 0 0 0 2013 4
"5644" "Mobile" "desktop" 0 0 0 2013 4
"5645" "Opera Mini" "mobile" 0 0 0 2013 4
"5646" "osee2unifiedRelease" "mobile" 0 0 0 2013 4
"5647" "Puffin" "desktop" 0 0 0 2013 4
"5648" "UC Browser" "tablet" 0 0 0 2013 4
"5649" "Safari" "desktop" 15689 1264 2665 2013 4
"5650" "Chrome" "desktop" 12048 351 699 2013 4
"5651" "Safari" "mobile" 8376 72 141 2013 4
"5652" "Safari" "tablet" 5880 168 267 2013 4
"5653" "Internet Explorer" "desktop" 4221 138 97 2013 4
"5654" "Safari (in-app)" "tablet" 1750 17 19 2013 4
"5655" "Chrome" "tablet" 1516 26 38 2013 4
"5656" "Chrome" "mobile" 1244 30 50 2013 4
"5657" "Edge" "desktop" 1186 22 34 2013 4
"5658" "Samsung Internet" "mobile" 369 1 6 2013 4
"5659" "Internet Explorer" "tablet" 318 20 42 2013 4
"5660" "Amazon Silk" "tablet" 305 0 0 2013 4
"5661" "Internet Explorer" "mobile" 236 7 8 2013 4
"5662" "Android Browser" "mobile" 55 0 0 2013 4
"5663" "Android Browser" "tablet" 28 0 0 2013 4
"5664" "BlackBerry" "mobile" 27 0 0 2013 4
"5665" "Opera" "desktop" 27 1 5 2013 4
"5666" "Android Webview" "tablet" 18 0 0 2013 4
"5667" "error" "desktop" 18 0 0 2013 4
"5668" "Edge" "mobile" 17 0 0 2013 4
"5669" "Firefox" "mobile" 16 0 0 2013 4
"5670" "Mozilla Compatible Agent" "desktop" 5 0 0 2013 4
"5671" "Opera" "tablet" 5 0 0 2013 4
"5672" "Amazon Silk" "mobile" 4 0 0 2013 4
"5673" "Opera" "mobile" 4 0 0 2013 4
"5674" "Opera Mini" "mobile" 3 0 0 2013 4
"5675" "SeaMonkey" "desktop" 3 0 0 2013 4
"5676" "Safari (in-app)" "desktop" 2 0 0 2013 4
"5677" "BrowserNG" "mobile" 1 0 0 2013 4
"5678" "Nokia Browser" "desktop" 1 0 0 2013 4
"5679" "YaBrowser" "tablet" 1 0 0 2013 4
"5680" "Maxthon" "desktop" 0 0 0 2013 4
"5681" "UC Browser" "mobile" 0 0 0 2013 4
"5682" "Chrome" "desktop" 29505 277 506 2013 4
"5683" "Safari" "mobile" 17605 141 262 2013 4
"5684" "Safari" "desktop" 13440 486 896 2013 4
"5685" "Safari" "tablet" 6785 129 206 2013 4
"5686" "Safari (in-app)" "mobile" 1769 5 8 2013 4
"5687" "Internet Explorer" "desktop" 1656 53 2 2013 4
"5688" "Safari (in-app)" "tablet" 1480 18 23 2013 4
"5689" "Firefox" "desktop" 1413 28 33 2013 4
"5690" "Edge" "desktop" 1318 38 34 2013 4
"5691" "Chrome" "mobile" 1057 0 4 2013 4
"5692" "Chrome" "tablet" 561 15 31 2013 4
"5693" "Android Webview" "mobile" 510 0 0 2013 4
"5694" "Samsung Internet" "mobile" 445 3 4 2013 4
"5695" "Amazon Silk" "tablet" 112 0 0 2013 4
"5696" "Internet Explorer" "tablet" 91 1 2 2013 4
"5697" "Firefox" "mobile" 72 1 1 2013 4
"5698" "Android Webview" "tablet" 26 0 0 2013 4
"5699" "Android Browser" "mobile" 21 0 0 2013 4
"5700" "Opera" "desktop" 19 0 0 2013 4
"5701" "BlackBerry" "mobile" 18 0 0 2013 4
"5702" "Amazon Silk" "mobile" 9 0 0 2013 4
"5703" "Edge" "mobile" 8 0 0 2013 4
"5704" "error" "desktop" 8 0 0 2013 4
"5705" "Edge" "tablet" 5 0 0 2013 4
"5706" "UC Browser" "mobile" 4 0 0 2013 4
"5707" "Firefox" "tablet" 3 0 0 2013 4
"5708" "Internet Explorer" "mobile" 3 0 0 2013 4
"5709" "Maxthon" "desktop" 1 0 0 2013 4
"5710" "osee2unifiedRelease" "mobile" 1 0 0 2013 4
"5711" "Mozilla Compatible Agent" "desktop" 0 0 0 2013 4
"5712" "Opera Mini" "mobile" 0 0 0 2013 4
"5713" "Puffin" "mobile" 0 0 0 2013 4
"5714" "Safari" "desktop" 15219 655 1291 2013 4
"5715" "Chrome" "desktop" 11052 260 539 2013 4
"5716" "Safari" "tablet" 6627 186 286 2013 4
"5717" "Safari (in-app)" "mobile" 2079 0 0 2013 4
"5718" "Chrome" "tablet" 1897 7 7 2013 4
"5719" "Edge" "desktop" 1572 48 81 2013 4
"5720" "Firefox" "desktop" 1138 25 48 2013 4
"5721" "Internet Explorer" "desktop" 1116 37 0 2013 4
"5722" "Chrome" "mobile" 1079 4 17 2013 4
"5723" "Safari (in-app)" "tablet" 941 6 16 2013 4
"5724" "Internet Explorer" "tablet" 453 16 0 2013 4
"5725" "Samsung Internet" "mobile" 192 3 2 2013 4
"5726" "Android Webview" "mobile" 106 0 0 2013 4
"5727" "Samsung Internet" "tablet" 80 0 0 2013 4
"5728" "Opera" "desktop" 40 0 0 2013 4
"5729" "Internet Explorer" "mobile" 30 0 0 2013 4
"5730" "BlackBerry" "mobile" 27 0 0 2013 4
"5731" "error" "desktop" 20 0 0 2013 4
"5732" "Android Webview" "tablet" 18 1 1 2013 4
"5733" "Android Browser" "mobile" 13 0 0 2013 4
"5734" "Edge" "mobile" 8 0 0 2013 4
"5735" "Firefox" "tablet" 3 0 0 2013 4
"5736" "Maxthon" "desktop" 3 0 0 2013 4
"5737" "Edge" "tablet" 2 0 0 2013 4
"5738" "Opera Mini" "mobile" 2 0 0 2013 4
"5739" "SeaMonkey" "desktop" 2 0 0 2013 4
"5740" "Amazon Silk" "mobile" 1 0 0 2013 4
"5741" "Mozilla" "desktop" 1 0 0 2013 4
"5742" "UC Browser" "mobile" 1 0 0 2013 4
"5743" "Safari" "mobile" 20805 182 373 2013 4
"5744" "Safari" "tablet" 11719 210 466 2013 4
"5745" "Firefox" "desktop" 4221 121 205 2013 4
"5746" "Chrome" "mobile" 2846 14 33 2013 4
"5747" "Internet Explorer" "desktop" 2280 32 75 2013 4
"5748" "Safari (in-app)" "mobile" 2239 5 18 2013 4
"5749" "Edge" "desktop" 1374 68 126 2013 4
"5750" "Chrome" "tablet" 756 14 20 2013 4
"5751" "Safari (in-app)" "tablet" 662 14 14 2013 4
"5752" "Internet Explorer" "mobile" 295 8 12 2013 4
"5753" "Samsung Internet" "mobile" 227 0 0 2013 4
"5754" "Internet Explorer" "tablet" 221 5 0 2013 4
"5755" "Amazon Silk" "tablet" 149 2 8 2013 4
"5756" "Android Webview" "mobile" 105 0 0 2013 4
"5757" "Android Browser" "mobile" 35 0 0 2013 4
"5758" "Opera" "desktop" 26 0 3 2013 4
"5759" "Samsung Internet" "tablet" 20 1 1 2013 4
"5760" "error" "desktop" 19 0 0 2013 4
"5761" "Android Browser" "tablet" 15 0 0 2013 4
"5762" "Android Webview" "tablet" 13 0 0 2013 4
"5763" "Amazon Silk" "mobile" 9 0 0 2013 4
"5764" "Opera" "mobile" 6 0 0 2013 4
"5765" "YaBrowser" "mobile" 5 0 0 2013 4
"5766" "Maxthon" "desktop" 4 0 0 2013 4
"5767" "osee2unifiedRelease" "mobile" 4 0 0 2013 4
"5768" "Firefox" "mobile" 3 0 0 2013 4
"5769" "Opera Mini" "mobile" 2 0 0 2013 4
"5770" "SeaMonkey" "desktop" 2 0 0 2013 4
"5771" "Firefox" "tablet" 1 0 0 2013 4
"5772" "Mozilla" "desktop" 1 0 0 2013 4
"5773" "Mozilla Compatible Agent" "desktop" 0 0 0 2013 4
"5774" "Chrome" "desktop" 18733 638 1191 2013 4
"5775" "Safari" "mobile" 17133 241 383 2013 4
"5776" "Safari" "desktop" 14273 485 818 2013 4
"5777" "Safari (in-app)" "mobile" 4296 8 7 2013 4
"5778" "Chrome" "mobile" 3591 9 24 2013 4
"5779" "Firefox" "desktop" 1628 63 121 2013 4
"5780" "Edge" "desktop" 1490 40 69 2013 4
"5781" "Internet Explorer" "desktop" 951 16 0 2013 4
"5782" "Safari (in-app)" "tablet" 866 9 19 2013 4
"5783" "Chrome" "tablet" 624 23 24 2013 4
"5784" "Android Webview" "mobile" 331 6 9 2013 4
"5785" "Internet Explorer" "tablet" 313 5 3 2013 4
"5786" "Firefox" "mobile" 175 0 0 2013 4
"5787" "Amazon Silk" "tablet" 86 0 0 2013 4
"5788" "Android Webview" "tablet" 49 0 0 2013 4
"5789" "Opera" "desktop" 15 0 1 2013 4
"5790" "BlackBerry" "mobile" 12 0 0 2013 4
"5791" "Edge" "mobile" 12 0 0 2013 4
"5792" "error" "desktop" 12 0 0 2013 4
"5793" "Amazon Silk" "mobile" 9 0 0 2013 4
"5794" "Opera Mini" "mobile" 7 0 0 2013 4
"5795" "Android Browser" "tablet" 5 0 0 2013 4
"5796" "Mozilla" "desktop" 5 0 0 2013 4
"5797" "UC Browser" "mobile" 4 0 0 2013 4
"5798" "(not set)" "mobile" 2 0 0 2013 4
"5799" "Edge" "tablet" 2 0 0 2013 4
"5800" "Mozilla Compatible Agent" "desktop" 2 0 0 2013 4
"5801" "BrowserNG" "mobile" 1 0 0 2013 4
"5802" "Firefox" "tablet" 1 0 0 2013 4
"5803" "Opera" "tablet" 1 0 0 2013 4
"5804" "UC Browser" "desktop" 1 0 0 2013 4
"5805" "Safari" "mobile" 27880 493 1057 2013 4
"5806" "Chrome" "desktop" 22710 629 1056 2013 4
"5807" "Safari" "tablet" 8368 214 358 2013 4
"5808" "Firefox" "desktop" 3374 140 275 2013 4
"5809" "Safari" "desktop" 2581 134 258 2013 4
"5810" "Internet Explorer" "desktop" 1975 43 65 2013 4
"5811" "Safari (in-app)" "mobile" 1319 2 8 2013 4
"5812" "Edge" "desktop" 1019 65 167 2013 4
"5813" "Chrome" "mobile" 841 5 13 2013 4
"5814" "Internet Explorer" "mobile" 831 4 8 2013 4
"5815" "Internet Explorer" "tablet" 491 12 0 2013 4
"5816" "Android Webview" "mobile" 416 0 0 2013 4
"5817" "Samsung Internet" "mobile" 309 3 1 2013 4
"5818" "Amazon Silk" "tablet" 237 3 5 2013 4
"5819" "Opera" "desktop" 53 2 11 2013 4
"5820" "Firefox" "mobile" 19 0 0 2013 4
"5821" "error" "desktop" 13 0 0 2013 4
"5822" "BlackBerry" "mobile" 10 0 0 2013 4
"5823" "Opera" "tablet" 6 0 0 2013 4
"5824" "Coc Coc" "desktop" 3 0 0 2013 4
"5825" "SeaMonkey" "desktop" 3 0 0 2013 4
"5826" "Android Webview" "tablet" 2 0 0 2013 4
"5827" "Maxthon" "desktop" 2 0 0 2013 4
"5828" "Opera Mini" "mobile" 2 0 0 2013 4
"5829" "(not set)" "tablet" 1 0 0 2013 4
"5830" "Edge" "mobile" 1 0 0 2013 4
"5831" "Mozilla Compatible Agent" "desktop" 1 0 0 2013 4
"5832" "UC Browser" "mobile" 1 0 0 2013 4
"5833" "Safari" "mobile" 17836 349 497 2013 4
"5834" "Safari" "tablet" 11817 287 380 2013 4
"5835" "Safari" "desktop" 4146 164 306 2013 4
"5836" "Chrome" "mobile" 2534 15 25 2013 4
"5837" "Safari (in-app)" "mobile" 2231 12 12 2013 4
"5838" "Edge" "desktop" 1889 22 37 2013 4
"5839" "Chrome" "tablet" 501 6 26 2013 4
"5840" "Internet Explorer" "desktop" 490 30 0 2013 4
"5841" "Internet Explorer" "tablet" 401 9 0 2013 4
"5842" "Safari (in-app)" "tablet" 174 1 1 2013 4
"5843" "Samsung Internet" "mobile" 127 2 1 2013 4
"5844" "Android Webview" "tablet" 87 0 0 2013 4
"5845" "Samsung Internet" "tablet" 41 1 1 2013 4
"5846" "Opera" "desktop" 35 0 0 2013 4
"5847" "BlackBerry" "mobile" 12 0 0 2013 4
"5848" "Edge" "mobile" 11 0 0 2013 4
"5849" "error" "desktop" 10 0 0 2013 4
"5850" "Android Browser" "mobile" 9 0 0 2013 4
"5851" "Opera" "mobile" 6 0 0 2013 4
"5852" "SeaMonkey" "desktop" 6 0 0 2013 4
"5853" "Firefox" "mobile" 5 0 0 2013 4
"5854" "Coc Coc" "desktop" 4 0 0 2013 4
"5855" "Internet Explorer" "mobile" 3 0 0 2013 4
"5856" "Edge" "tablet" 2 0 0 2013 4
"5857" "(not set)" "tablet" 1 0 0 2013 4
"5858" "Mozilla" "desktop" 1 0 0 2013 4
"5859" "UC Browser" "mobile" 1 0 0 2013 4
"5860" "(not set)" "desktop" 0 0 0 2013 4
"5861" "Amazon Silk" "desktop" 0 0 0 2013 4
"5862" "Opera Mini" "mobile" 0 0 0 2013 4
"5863" "osee2unifiedRelease" "mobile" 0 0 0 2013 4
"5864" "Chrome" "desktop" 12207 396 836 2013 4
"5865" "Chrome" "mobile" 10176 25 58 2013 4
"5866" "Edge" "desktop" 2589 62 84 2013 4
"5867" "Safari (in-app)" "mobile" 2166 9 14 2013 4
"5868" "Safari" "desktop" 2112 83 131 2013 4
"5869" "Internet Explorer" "desktop" 1528 71 0 2013 4
"5870" "Chrome" "tablet" 1351 19 26 2013 4
"5871" "Internet Explorer" "tablet" 511 45 84 2013 4
"5872" "Android Webview" "mobile" 238 0 0 2013 4
"5873" "Internet Explorer" "mobile" 168 0 7 2013 4
"5874" "Amazon Silk" "tablet" 119 0 0 2013 4
"5875" "Opera" "desktop" 77 3 3 2013 4
"5876" "Samsung Internet" "tablet" 67 1 0 2013 4
"5877" "Firefox" "mobile" 52 4 12 2013 4
"5878" "Android Webview" "tablet" 26 0 0 2013 4
"5879" "error" "desktop" 11 0 0 2013 4
"5880" "Opera Mini" "mobile" 7 0 0 2013 4
"5881" "Amazon Silk" "mobile" 3 0 0 2013 4
"5882" "Edge" "mobile" 3 0 0 2013 4
"5883" "Iron" "mobile" 3 0 0 2013 4
"5884" "Mozilla" "desktop" 3 0 0 2013 4
"5885" "Edge" "tablet" 2 0 0 2013 4
"5886" "Safari" "tablet" 10885 226 385 2013 4
"5887" "Chrome" "desktop" 7910 210 462 2013 4
"5888" "Firefox" "desktop" 4580 193 396 2013 4
"5889" "Safari" "desktop" 2983 111 242 2013 4
"5890" "Chrome" "mobile" 2168 20 33 2013 4
"5891" "Safari (in-app)" "mobile" 1249 1 2 2013 4
"5892" "Chrome" "tablet" 555 8 18 2013 4
"5893" "Android Webview" "mobile" 478 0 0 2013 4
"5894" "Edge" "desktop" 377 0 0 2013 4
"5895" "Safari (in-app)" "tablet" 230 2 7 2013 4
"5896" "Samsung Internet" "mobile" 155 0 0 2013 4
"5897" "Amazon Silk" "tablet" 84 1 3 2013 4
"5898" "Internet Explorer" "tablet" 71 5 0 2013 4
"5899" "Android Webview" "tablet" 50 2 3 2013 4
"5900" "Samsung Internet" "tablet" 27 0 0 2013 4
"5901" "SeaMonkey" "desktop" 9 0 0 2013 4
"5902" "Edge" "mobile" 6 0 0 2013 4
"5903" "Mozilla" "desktop" 6 0 0 2013 4
"5904" "BlackBerry" "mobile" 5 0 0 2013 4
"5905" "Android Browser" "tablet" 4 0 0 2013 4
"5906" "Maxthon" "desktop" 1 0 0 2013 4
"5907" "Opera" "tablet" 1 0 0 2013 4
"5908" "error" "desktop" 0 0 0 2013 4
"5909" "Samsung Internet" "desktop" 0 0 0 2013 4
"5910" "Chrome" "desktop" 6053 286 466 2013 4
"5911" "Edge" "desktop" 1062 18 63 2013 4
"5912" "Internet Explorer" "desktop" 809 38 0 2013 4
"5913" "Chrome" "tablet" 408 7 11 2013 4
"5914" "Internet Explorer" "tablet" 337 14 0 2013 4
"5915" "Amazon Silk" "tablet" 240 1 0 2013 4
"5916" "Android Webview" "mobile" 170 0 0 2013 4
"5917" "Samsung Internet" "mobile" 80 0 0 2013 4
"5918" "Android Webview" "tablet" 42 0 0 2013 4
"5919" "Opera" "desktop" 31 0 0 2013 4
"5920" "Internet Explorer" "mobile" 21 0 0 2013 4
"5921" "Opera Mini" "mobile" 10 0 0 2013 4
"5922" "error" "desktop" 4 0 0 2013 4
"5923" "Coc Coc" "desktop" 2 0 0 2013 4
"5924" "Edge" "mobile" 2 0 0 2013 4
"5925" "Mozilla" "desktop" 1 0 0 2013 4
"5926" "Safari (in-app)" "desktop" 1 0 0 2013 4
"5927" "Safari" "mobile" 8152 120 159 2013 4
"5928" "Internet Explorer" "desktop" 3342 69 2 2013 4
"5929" "Safari" "desktop" 2871 128 240 2013 4
"5930" "Chrome" "mobile" 2320 7 29 2013 4
"5931" "Safari (in-app)" "mobile" 2069 13 23 2013 4
"5932" "Safari (in-app)" "tablet" 1182 4 12 2013 4
"5933" "Android Webview" "mobile" 635 4 2 2013 4
"5934" "Samsung Internet" "mobile" 247 4 2 2013 4
"5935" "Chrome" "tablet" 241 7 11 2013 4
"5936" "Amazon Silk" "tablet" 178 1 1 2013 4
"5937" "Opera" "desktop" 14 0 0 2013 4
"5938" "error" "desktop" 4 0 0 2013 4
"5939" "Coc Coc" "desktop" 3 0 0 2013 4
"5940" "Edge" "mobile" 1 0 0 2013 4
"5941" "Puffin" "desktop" 1 0 0 2013 4
"5942" "(not set)" "desktop" 0 0 0 2013 4
"5943" "BlackBerry" "mobile" 0 0 0 2013 4
"5944" "DDG-Android-3.0.14" "desktop" 0 0 0 2013 4
"5945" "Firefox" "tablet" 0 0 0 2013 4
"5946" "Safari" "desktop" 7517 242 550 2013 4
"5947" "Chrome" "desktop" 6856 806 1193 2013 4
"5948" "Safari" "tablet" 6286 247 516 2013 4
"5949" "Safari" "mobile" 4838 73 122 2013 4
"5950" "Chrome" "mobile" 4542 89 122 2013 4
"5951" "Safari (in-app)" "mobile" 2861 26 44 2013 4
"5952" "Firefox" "desktop" 1512 58 132 2013 4
"5953" "Internet Explorer" "desktop" 961 47 2 2013 4
"5954" "Edge" "desktop" 824 36 53 2013 4
"5955" "Safari (in-app)" "tablet" 323 7 3 2013 4
"5956" "Samsung Internet" "mobile" 217 3 0 2013 4
"5957" "Android Webview" "mobile" 95 0 0 2013 4
"5958" "Firefox" "mobile" 29 0 0 2013 4
"5959" "Internet Explorer" "mobile" 14 0 0 2013 4
"5960" "BlackBerry" "mobile" 7 0 0 2013 4
"5961" "Amazon Silk" "mobile" 4 0 0 2013 4
"5962" "error" "desktop" 2 0 0 2013 4
"5963" "Opera Mini" "mobile" 0 0 0 2013 4
"5964" "Safari" "mobile" 12822 107 196 2013 4
"5965" "Safari" "tablet" 4336 156 274 2013 4
"5966" "Internet Explorer" "desktop" 2808 93 208 2013 4
"5967" "Safari (in-app)" "mobile" 2083 3 12 2013 4
"5968" "Chrome" "mobile" 1308 11 21 2013 4
"5969" "Edge" "desktop" 686 18 32 2013 4
"5970" "Safari (in-app)" "tablet" 279 7 15 2013 4
"5971" "Android Webview" "mobile" 276 0 0 2013 4
"5972" "Internet Explorer" "tablet" 196 8 0 2013 4
"5973" "Firefox" "mobile" 35 0 0 2013 4
"5974" "Samsung Internet" "tablet" 34 1 7 2013 4
"5975" "error" "desktop" 10 0 0 2013 4
"5976" "Opera" "desktop" 8 0 0 2013 4
"5977" "Android Browser" "tablet" 5 0 0 2013 4
"5978" "BlackBerry" "mobile" 4 0 0 2013 4
"5979" "Edge" "mobile" 1 0 0 2013 4
"5980" "Mozilla" "desktop" 1 0 0 2013 4
"5981" "SeaMonkey" "desktop" 1 0 0 2013 4
"5982" "Safari" "tablet" 9314 267 428 2013 4
"5983" "Safari" "mobile" 6884 55 100 2013 4
"5984" "Chrome" "desktop" 4239 113 259 2013 4
"5985" "Internet Explorer" "desktop" 2399 73 1 2013 4
"5986" "Chrome" "mobile" 893 3 6 2013 4
"5987" "Safari (in-app)" "tablet" 885 8 21 2013 4
"5988" "Chrome" "tablet" 365 5 6 2013 4
"5989" "Samsung Internet" "mobile" 336 4 32 2013 4
